iter,loss,mask-enc,mask-pred,time (ms)
1442,0.00223,117.00000,20.00000,107
1443,0.00254,96.00000,24.00000,88
1444,0.00497,111.00000,20.00000,90
1445,0.00164,113.00000,20.00000,90
1446,0.00240,114.00000,20.00000,91
1447,0.00283,98.00000,24.00000,83
1448,0.00353,118.00000,20.00000,93
1449,0.00368,93.00000,24.00000,81
1450,0.00405,116.00000,20.00000,91
1451,0.00310,111.00000,20.00000,91
1452,0.00043,116.00000,20.00000,91
1453,0.00392,92.00000,24.00000,79
1454,0.00417,93.00000,24.00000,82
1455,0.00115,129.00000,16.00000,99
1456,0.01101,112.00000,20.00000,89
1457,0.00413,114.00000,20.00000,111
1458,0.00174,118.00000,20.00000,98
1459,0.01159,113.00000,20.00000,97
1460,0.00118,115.00000,20.00000,93
1461,0.00494,105.00000,20.00000,84
1462,0.00999,113.00000,20.00000,91
1463,0.00412,117.00000,20.00000,92
1464,0.00113,113.00000,20.00000,96
1465,0.00137,118.00000,20.00000,94
1466,0.00139,94.00000,24.00000,90
1467,0.00728,105.00000,20.00000,86
1468,0.00155,108.00000,20.00000,86
1469,0.00156,116.00000,20.00000,91
1470,0.00421,113.00000,20.00000,92
1471,0.00414,109.00000,20.00000,90
1472,0.00112,112.00000,20.00000,89
1473,0.00028,115.00000,20.00000,109
1474,0.00623,140.00000,16.00000,113
1475,0.00547,115.00000,20.00000,94
1476,0.00104,115.00000,20.00000,91
1477,0.00289,115.00000,20.00000,93
1478,0.00691,109.00000,20.00000,92
1479,0.00420,95.00000,24.00000,83
1480,0.00526,114.00000,20.00000,91
1481,0.00378,100.00000,24.00000,90
1482,0.00466,110.00000,20.00000,93
1483,0.00173,118.00000,20.00000,93
1484,0.00339,106.00000,20.00000,86
1485,0.00192,134.00000,16.00000,100
1486,0.00162,113.00000,20.00000,93
1487,0.00076,106.00000,24.00000,89
1488,0.00151,111.00000,20.00000,91
1489,0.00151,120.00000,20.00000,106
1490,0.00321,118.00000,20.00000,102
1491,0.00278,118.00000,20.00000,91
1492,0.00154,105.00000,20.00000,85
1493,0.00120,103.00000,24.00000,86
1494,0.00223,110.00000,20.00000,88
1495,0.00161,112.00000,20.00000,90
1496,0.00122,106.00000,20.00000,84
1497,0.00385,97.00000,24.00000,86
1498,0.00477,112.00000,20.00000,87
1499,0.00221,113.00000,20.00000,91
1500,0.00316,113.00000,20.00000,92
1501,0.00233,119.00000,20.00000,95
1502,0.00187,100.00000,24.00000,102
1503,0.00055,113.00000,20.00000,92
1504,0.00277,110.00000,20.00000,90
1505,0.00063,114.00000,20.00000,106
1506,0.00193,99.00000,24.00000,109
1507,0.00044,113.00000,20.00000,91
1508,0.00428,118.00000,20.00000,101
1509,0.00526,113.00000,20.00000,95
1510,0.00441,112.00000,20.00000,99
1511,0.00140,117.00000,20.00000,91
1512,0.00343,111.00000,20.00000,94
1513,0.00202,101.00000,24.00000,84
1514,0.00133,109.00000,20.00000,92
1515,0.00102,98.00000,24.00000,85
1516,0.00140,110.00000,20.00000,88
1517,0.00130,112.00000,20.00000,91
1518,0.00354,109.00000,20.00000,93
1519,0.00325,88.00000,24.00000,81
1520,0.00082,105.00000,24.00000,90
1521,0.00312,112.00000,20.00000,102
1522,0.00409,113.00000,20.00000,128
1523,0.00121,118.00000,20.00000,92
1524,0.00181,112.00000,20.00000,87
1525,0.00029,115.00000,20.00000,91
1526,0.00244,102.00000,24.00000,86
1527,0.00130,114.00000,20.00000,89
1528,0.00236,118.00000,20.00000,92
1529,0.00230,115.00000,20.00000,90
1530,0.00062,99.00000,24.00000,84
1531,0.00226,109.00000,20.00000,88
1532,0.00106,109.00000,20.00000,88
1533,0.00276,111.00000,20.00000,89
1534,0.00064,118.00000,20.00000,93
1535,0.00131,100.00000,24.00000,86
1536,0.00151,97.00000,24.00000,84
1537,0.00123,98.00000,24.00000,97
1538,0.00097,115.00000,20.00000,105
1539,0.00159,92.00000,24.00000,80
1540,0.00162,114.00000,20.00000,91
1541,0.00457,114.00000,20.00000,91
1542,0.00082,111.00000,20.00000,91
1543,0.00248,115.00000,20.00000,93
1544,0.00737,112.00000,20.00000,89
1545,0.00217,138.00000,16.00000,103
1546,0.00393,116.00000,20.00000,90
1547,0.00177,109.00000,20.00000,87
1548,0.00142,114.00000,20.00000,89
1549,0.00275,98.00000,24.00000,81
1550,0.00192,112.00000,20.00000,88
1551,0.00061,109.00000,20.00000,88
1552,0.00269,98.00000,24.00000,81
1553,0.00824,114.00000,20.00000,106
1554,0.00157,93.00000,24.00000,94
1555,0.00066,116.00000,20.00000,100
1556,0.00509,114.00000,20.00000,90
1557,0.00213,113.00000,20.00000,91
1558,0.00495,101.00000,24.00000,85
1559,0.00208,112.00000,20.00000,89
1560,0.00190,119.00000,20.00000,94
1561,0.00214,87.00000,24.00000,81
1562,0.00050,97.00000,24.00000,84
1563,0.00181,114.00000,20.00000,88
1564,0.00060,113.00000,20.00000,91
1565,0.00433,97.00000,24.00000,82
1566,0.00164,109.00000,20.00000,90
1567,0.00049,100.00000,24.00000,85
1568,0.00250,116.00000,20.00000,90
1569,0.00181,105.00000,20.00000,144
1570,0.00133,108.00000,20.00000,99
1571,0.00091,113.00000,20.00000,97
1572,0.00812,112.00000,20.00000,88
1573,0.00087,134.00000,16.00000,101
1574,0.00155,97.00000,24.00000,84
1575,0.01321,115.00000,20.00000,91
1576,0.00361,113.00000,20.00000,93
1577,0.00721,116.00000,20.00000,91
1578,0.00244,113.00000,20.00000,90
1579,0.00106,115.00000,20.00000,93
1580,0.00068,112.00000,20.00000,89
1581,0.00140,135.00000,16.00000,103
1582,0.00157,98.00000,24.00000,83
1583,0.00454,97.00000,24.00000,84
1584,0.00116,112.00000,20.00000,89
1585,0.00333,95.00000,24.00000,95
1586,0.00260,102.00000,24.00000,97
1587,0.00187,116.00000,20.00000,91
1588,0.00387,108.00000,20.00000,86
1589,0.00270,108.00000,20.00000,86
1590,0.00112,99.00000,24.00000,82
1591,0.00098,115.00000,20.00000,99
1592,0.00350,116.00000,20.00000,90
1593,0.00064,114.00000,20.00000,89
1594,0.00109,108.00000,20.00000,85
1595,0.00162,96.00000,24.00000,82
1596,0.00265,116.00000,20.00000,91
1597,0.00129,89.00000,24.00000,80
1598,0.00121,113.00000,20.00000,90
1599,0.00063,109.00000,20.00000,91
1600,0.00229,94.00000,24.00000,81
1601,0.00179,115.00000,20.00000,107
1602,0.00158,117.00000,20.00000,95
1603,0.00075,113.00000,20.00000,100
1604,0.00105,114.00000,20.00000,90
1605,0.00489,115.00000,20.00000,94
1606,0.00474,114.00000,20.00000,89
1607,0.00074,117.00000,20.00000,95
1608,0.00321,102.00000,24.00000,85
1609,0.00240,111.00000,20.00000,90
1610,0.00468,114.00000,20.00000,91
1611,0.00108,115.00000,20.00000,91
1612,0.00204,113.00000,20.00000,91
1613,0.00140,115.00000,20.00000,94
1614,0.00112,112.00000,20.00000,114
1615,0.00368,112.00000,20.00000,88
1616,0.00172,95.00000,24.00000,87
1617,0.00133,115.00000,20.00000,109
1618,0.00073,109.00000,20.00000,128
1619,0.00108,93.00000,24.00000,144
1620,0.00590,117.00000,20.00000,94
1621,0.00170,121.00000,20.00000,98
1622,0.00255,113.00000,20.00000,93
1623,0.00515,112.00000,20.00000,89
1624,0.00152,109.00000,20.00000,90
1625,0.00154,134.00000,16.00000,101
1626,0.00439,112.00000,20.00000,87
1627,0.00132,113.00000,20.00000,92
1628,0.00631,131.00000,16.00000,99
1629,0.00153,91.00000,24.00000,80
1630,0.00251,113.00000,20.00000,91
1631,0.00131,114.00000,20.00000,89
1632,0.00235,113.00000,20.00000,90
1633,0.00359,109.00000,20.00000,104
1634,0.00208,97.00000,24.00000,85
1635,0.00055,132.00000,16.00000,112
1636,0.00136,105.00000,20.00000,84
1637,0.00223,113.00000,20.00000,92
1638,0.00798,116.00000,20.00000,91
1639,0.00354,113.00000,20.00000,92
1640,0.00515,113.00000,20.00000,92
1641,0.00105,113.00000,20.00000,90
1642,0.00711,120.00000,20.00000,95
1643,0.00163,117.00000,20.00000,93
1644,0.00101,136.00000,16.00000,100
1645,0.00298,108.00000,20.00000,87
1646,0.00311,118.00000,20.00000,92
1647,0.00105,110.00000,20.00000,91
1648,0.00169,91.00000,24.00000,79
1649,0.00162,114.00000,20.00000,106
1650,0.00164,109.00000,20.00000,94
1651,0.00112,93.00000,24.00000,80
1652,0.00089,116.00000,20.00000,92
1653,0.00134,133.00000,16.00000,101
1654,0.00240,117.00000,20.00000,92
1655,0.00096,107.00000,20.00000,86
1656,0.00046,115.00000,20.00000,91
1657,0.00150,99.00000,24.00000,83
1658,0.00028,111.00000,20.00000,90
1659,0.00150,96.00000,24.00000,81
1660,0.00118,112.00000,20.00000,89
1661,0.00130,113.00000,20.00000,92
1662,0.00091,114.00000,20.00000,91
1663,0.00075,113.00000,20.00000,92
1664,0.00057,111.00000,20.00000,91
1665,0.00207,93.00000,24.00000,98
1666,0.00560,114.00000,20.00000,106
1667,0.00432,107.00000,20.00000,90
1668,0.00181,117.00000,20.00000,94
1669,0.00389,114.00000,20.00000,92
1670,0.00148,117.00000,20.00000,94
1671,0.00456,113.00000,20.00000,94
1672,0.00116,113.00000,20.00000,93
1673,0.00076,111.00000,20.00000,92
1674,0.00889,94.00000,24.00000,85
1675,0.00143,117.00000,20.00000,94
1676,0.00505,97.00000,24.00000,87
1677,0.00162,118.00000,20.00000,95
1678,0.00099,111.00000,20.00000,91
1679,0.00098,100.00000,24.00000,85
1680,0.00101,116.00000,20.00000,93
1681,0.00485,103.00000,24.00000,101
1682,0.00346,111.00000,20.00000,105
1683,0.00282,113.00000,20.00000,96
1684,0.01067,97.00000,24.00000,81
1685,0.00451,113.00000,20.00000,92
1686,0.00311,133.00000,16.00000,101
1687,0.01240,115.00000,20.00000,94
1688,0.00269,115.00000,20.00000,93
1689,0.00439,130.00000,16.00000,97
1690,0.01191,113.00000,20.00000,92
1691,0.00498,89.00000,24.00000,79
1692,0.00392,131.00000,16.00000,100
1693,0.00231,95.00000,24.00000,82
1694,0.00336,114.00000,20.00000,89
1695,0.00457,113.00000,20.00000,91
1696,0.00362,113.00000,20.00000,90
1697,0.00185,109.00000,20.00000,117
1698,0.00102,110.00000,20.00000,92
1699,0.00163,118.00000,20.00000,100
1700,0.00548,103.00000,24.00000,84
1701,0.00405,95.00000,24.00000,83
1702,0.00175,114.00000,20.00000,90
1703,0.00136,111.00000,20.00000,91
1704,0.00261,112.00000,20.00000,95
1705,0.00162,115.00000,20.00000,92
1706,0.00226,105.00000,20.00000,87
1707,0.00450,114.00000,20.00000,91
1708,0.00458,103.00000,24.00000,87
1709,0.00343,109.00000,20.00000,90
1710,0.00365,110.00000,20.00000,88
1711,0.00177,89.00000,24.00000,79
1712,0.00145,112.00000,20.00000,87
1713,0.00082,87.00000,24.00000,91
1714,0.00166,109.00000,20.00000,98
1715,0.00104,118.00000,20.00000,91
1716,0.00526,109.00000,20.00000,88
1717,0.00193,117.00000,20.00000,92
1718,0.00432,117.00000,20.00000,92
1719,0.00165,112.00000,20.00000,87
1720,0.00443,115.00000,20.00000,91
1721,0.00173,111.00000,20.00000,89
1722,0.00314,117.00000,20.00000,91
1723,0.00248,114.00000,20.00000,89
1724,0.00101,111.00000,20.00000,88
1725,0.00264,96.00000,24.00000,79
1726,0.00089,113.00000,20.00000,90
1727,0.00126,115.00000,20.00000,90
1728,0.00142,114.00000,20.00000,91
1729,0.00384,113.00000,20.00000,105
1730,0.00301,115.00000,20.00000,102
1731,0.00260,95.00000,24.00000,82
1732,0.00431,95.00000,24.00000,82
1733,0.00202,98.00000,24.00000,82
1734,0.00120,133.00000,16.00000,100
1735,0.00087,98.00000,24.00000,82
1736,0.00487,115.00000,20.00000,92
1737,0.00196,119.00000,20.00000,93
1738,0.00342,117.00000,20.00000,92
1739,0.00760,115.00000,20.00000,91
1740,0.00520,116.00000,20.00000,89
1741,0.00145,118.00000,20.00000,91
1742,0.00314,101.00000,24.00000,82
1743,0.00447,113.00000,20.00000,90
1744,0.00389,120.00000,20.00000,91
1745,0.00261,115.00000,20.00000,106
1746,0.00189,111.00000,20.00000,98
1747,0.00578,114.00000,20.00000,99
1748,0.00292,114.00000,20.00000,99
1749,0.00071,100.00000,24.00000,94
1750,0.00697,129.00000,16.00000,107
1751,0.00283,113.00000,20.00000,98
1752,0.00216,99.00000,24.00000,82
1753,0.00497,113.00000,20.00000,93
1754,0.00073,110.00000,20.00000,92
1755,0.00727,92.00000,24.00000,83
1756,0.00173,133.00000,16.00000,101
1757,0.00153,109.00000,20.00000,88
1758,0.00386,99.00000,24.00000,84
1759,0.00291,97.00000,24.00000,83
1760,0.00614,100.00000,24.00000,84
1761,0.00029,118.00000,20.00000,107
1762,0.00012,93.00000,24.00000,92
1763,0.00086,114.00000,20.00000,89
1764,0.00041,112.00000,20.00000,90
1765,0.00097,108.00000,20.00000,87
1766,0.00035,114.00000,20.00000,90
1767,0.00032,117.00000,20.00000,94
1768,0.00064,95.00000,24.00000,81
1769,0.00033,111.00000,20.00000,91
1770,0.00028,111.00000,20.00000,91
1771,0.00018,113.00000,20.00000,91
1772,0.00070,96.00000,24.00000,81
1773,0.00049,115.00000,20.00000,92
1774,0.00044,116.00000,20.00000,90
1775,0.00049,92.00000,24.00000,80
1776,0.00076,110.00000,20.00000,87
1777,0.00291,97.00000,24.00000,96
1778,0.00126,119.00000,20.00000,108
1779,0.00530,122.00000,20.00000,97
1780,0.00114,114.00000,20.00000,90
1781,0.00530,98.00000,24.00000,102
1782,0.00390,108.00000,20.00000,85
1783,0.00307,96.00000,24.00000,83
1784,0.00213,117.00000,20.00000,92
1785,0.00811,93.00000,24.00000,82
1786,0.00258,93.00000,24.00000,83
1787,0.00259,109.00000,20.00000,87
1788,0.00117,99.00000,24.00000,83
1789,0.00131,100.00000,24.00000,82
1790,0.00237,91.00000,24.00000,79
1791,0.00191,110.00000,20.00000,87
1792,0.00310,96.00000,24.00000,78
1793,0.00271,113.00000,20.00000,110
1794,0.00313,100.00000,24.00000,88
1795,0.00425,99.00000,24.00000,89
1796,0.00895,111.00000,20.00000,91
1797,0.00291,96.00000,24.00000,91
1798,0.01366,111.00000,20.00000,89
1799,0.00666,110.00000,20.00000,89
1800,0.01103,97.00000,24.00000,91
1801,0.01256,113.00000,20.00000,90
1802,0.00661,97.00000,24.00000,83
1803,0.00581,115.00000,20.00000,92
1804,0.00298,100.00000,24.00000,85
1805,0.00313,117.00000,20.00000,93
1806,0.01098,113.00000,20.00000,90
1807,0.01757,113.00000,20.00000,90
1808,0.00423,109.00000,20.00000,91
1809,0.00554,112.00000,20.00000,103
1810,0.00512,109.00000,20.00000,98
1811,0.00955,99.00000,24.00000,83
1812,0.00283,129.00000,16.00000,100
1813,0.00681,114.00000,20.00000,91
1814,0.00142,113.00000,20.00000,91
1815,0.00322,112.00000,20.00000,88
1816,0.00935,113.00000,20.00000,94
1817,0.00385,115.00000,20.00000,92
1818,0.00347,102.00000,24.00000,85
1819,0.00358,98.00000,24.00000,84
1820,0.00128,115.00000,20.00000,92
1821,0.00425,94.00000,24.00000,82
1822,0.00236,93.00000,24.00000,80
1823,0.00571,114.00000,20.00000,91
1824,0.00388,97.00000,24.00000,84
1825,0.00823,95.00000,24.00000,95
1826,0.00150,99.00000,24.00000,94
1827,0.00288,114.00000,20.00000,91
1828,0.00715,116.00000,20.00000,95
1829,0.01106,132.00000,16.00000,100
1830,0.00150,95.00000,24.00000,81
1831,0.00882,111.00000,20.00000,90
1832,0.00303,116.00000,20.00000,90
1833,0.00967,109.00000,20.00000,90
1834,0.00780,115.00000,20.00000,91
1835,0.00391,113.00000,20.00000,94
1836,0.00851,110.00000,20.00000,88
1837,0.00203,112.00000,20.00000,89
1838,0.01365,131.00000,16.00000,100
1839,0.00391,119.00000,20.00000,93
1840,0.00498,101.00000,24.00000,83
1841,0.00603,111.00000,20.00000,106
1842,0.00458,117.00000,20.00000,106
1843,0.00721,90.00000,24.00000,79
1844,0.00487,112.00000,20.00000,96
1845,0.00683,116.00000,20.00000,90
1846,0.00993,110.00000,20.00000,89
1847,0.00794,113.00000,20.00000,92
1848,0.00558,114.00000,20.00000,92
1849,0.00833,111.00000,20.00000,90
1850,0.00575,117.00000,20.00000,92
1851,0.03640,113.00000,20.00000,92
1852,0.01976,115.00000,20.00000,93
1853,0.01883,97.00000,24.00000,84
1854,0.00445,112.00000,20.00000,88
1855,0.02357,118.00000,20.00000,93
1856,0.00935,116.00000,20.00000,92
1857,0.00574,118.00000,20.00000,107
1858,0.00437,113.00000,20.00000,110
1859,0.00285,113.00000,20.00000,91
1860,0.00159,111.00000,20.00000,91
1861,0.00252,112.00000,20.00000,89
1862,0.00308,109.00000,20.00000,90
1863,0.00210,115.00000,20.00000,93
1864,0.00452,133.00000,16.00000,109
1865,0.00132,134.00000,16.00000,102
1866,0.00151,113.00000,20.00000,91
1867,0.00210,132.00000,16.00000,99
1868,0.00137,111.00000,20.00000,90
1869,0.00101,129.00000,16.00000,99
1870,0.00478,113.00000,20.00000,89
1871,0.00097,114.00000,20.00000,88
1872,0.00101,115.00000,20.00000,93
1873,0.03265,116.00000,20.00000,107
1874,0.00853,109.00000,20.00000,105
1875,0.02619,102.00000,24.00000,90
1876,0.00799,116.00000,20.00000,91
1877,0.01202,114.00000,20.00000,91
1878,0.02855,112.00000,20.00000,88
1879,0.03018,114.00000,20.00000,91
1880,0.01974,115.00000,20.00000,92
1881,0.04749,93.00000,24.00000,83
1882,0.03058,111.00000,20.00000,91
1883,0.01737,112.00000,20.00000,88
1884,0.00943,132.00000,16.00000,100
1885,0.03529,100.00000,24.00000,84
1886,0.01928,113.00000,20.00000,92
1887,0.03110,96.00000,24.00000,81
1888,0.04205,118.00000,20.00000,91
1889,0.00789,118.00000,20.00000,108
1890,0.02292,90.00000,24.00000,91
1891,0.01329,114.00000,20.00000,88
1892,0.01235,118.00000,20.00000,92
1893,0.00727,115.00000,20.00000,91
1894,0.00533,103.00000,24.00000,86
1895,0.00131,94.00000,24.00000,82
1896,0.00848,95.00000,24.00000,82
1897,0.01415,115.00000,20.00000,92
1898,0.00912,134.00000,16.00000,103
1899,0.01103,99.00000,24.00000,84
1900,0.00836,111.00000,20.00000,89
1901,0.01980,117.00000,20.00000,93
1902,0.00372,109.00000,20.00000,88
1903,0.00906,113.00000,20.00000,92
1904,0.00306,116.00000,20.00000,91
1905,0.00160,115.00000,20.00000,107
1906,0.00334,113.00000,20.00000,118
1907,0.01498,103.00000,24.00000,85
1908,0.00567,114.00000,20.00000,91
1909,0.01224,115.00000,20.00000,99
1910,0.00427,112.00000,20.00000,90
1911,0.01186,93.00000,24.00000,80
1912,0.00257,108.00000,20.00000,87
1913,0.00544,111.00000,20.00000,91
1914,0.00472,112.00000,20.00000,89
1915,0.01800,115.00000,20.00000,93
1916,0.00606,114.00000,20.00000,90
1917,0.00194,99.00000,24.00000,83
1918,0.00691,111.00000,20.00000,91
1919,0.00365,110.00000,20.00000,90
1920,0.00274,113.00000,20.00000,92
1921,0.00604,107.00000,20.00000,115
1922,0.01559,113.00000,20.00000,119
1923,0.01529,131.00000,16.00000,113
1924,0.00137,117.00000,20.00000,94
1925,0.00171,109.00000,20.00000,91
1926,0.01004,95.00000,24.00000,94
1927,0.02676,109.00000,20.00000,91
1928,0.00064,113.00000,20.00000,90
1929,0.01702,100.00000,24.00000,85
1930,0.00534,113.00000,20.00000,91
1931,0.00961,112.00000,20.00000,88
1932,0.01069,109.00000,20.00000,90
1933,0.01014,93.00000,24.00000,81
1934,0.00463,114.00000,20.00000,89
1935,0.00448,107.00000,20.00000,84
1936,0.01405,97.00000,24.00000,82
1937,0.01865,111.00000,20.00000,104
1938,0.01173,100.00000,24.00000,98
1939,0.01103,105.00000,20.00000,94
1940,0.00296,109.00000,20.00000,90
1941,0.03029,110.00000,20.00000,89
1942,0.00319,116.00000,20.00000,94
1943,0.00629,115.00000,20.00000,93
1944,0.00711,112.00000,20.00000,89
1945,0.02706,116.00000,20.00000,90
1946,0.00504,112.00000,20.00000,88
1947,0.01328,100.00000,24.00000,84
1948,0.01468,101.00000,24.00000,84
1949,0.01239,112.00000,20.00000,89
1950,0.01718,119.00000,20.00000,93
1951,0.01126,113.00000,20.00000,91
1952,0.00679,107.00000,20.00000,86
1953,0.03395,96.00000,24.00000,97
1954,0.01230,113.00000,20.00000,106
1955,0.01449,118.00000,20.00000,92
1956,0.01309,113.00000,20.00000,92
1957,0.00594,109.00000,20.00000,90
1958,0.01189,116.00000,20.00000,89
1959,0.00643,113.00000,20.00000,93
1960,0.00623,98.00000,24.00000,84
1961,0.00431,113.00000,20.00000,92
1962,0.01487,117.00000,20.00000,94
1963,0.02436,116.00000,20.00000,91
1964,0.00550,96.00000,24.00000,83
1965,0.00800,110.00000,20.00000,88
1966,0.00586,109.00000,20.00000,89
1967,0.00797,95.00000,24.00000,119
1968,0.02189,120.00000,20.00000,91
1969,0.02808,132.00000,16.00000,115
1970,0.00619,94.00000,24.00000,93
1971,0.00663,100.00000,24.00000,84
1972,0.00594,115.00000,20.00000,93
1973,0.01156,93.00000,24.00000,81
1974,0.00914,90.00000,24.00000,79
1975,0.00517,110.00000,20.00000,89
1976,0.01316,108.00000,20.00000,85
1977,0.00673,110.00000,20.00000,88
1978,0.00512,111.00000,20.00000,89
1979,0.00858,95.00000,24.00000,82
1980,0.00801,112.00000,20.00000,89
1981,0.00511,114.00000,20.00000,90
1982,0.01209,136.00000,16.00000,100
1983,0.00914,113.00000,20.00000,91
1984,0.00878,116.00000,20.00000,91
1985,0.00127,105.00000,20.00000,100
1986,0.00788,116.00000,20.00000,100
1987,0.00305,113.00000,20.00000,91
1988,0.01017,107.00000,20.00000,87
1989,0.00850,114.00000,20.00000,90
1990,0.01089,130.00000,16.00000,98
1991,0.00492,97.00000,24.00000,83
1992,0.00350,132.00000,16.00000,100
1993,0.00212,117.00000,20.00000,93
1994,0.00849,114.00000,20.00000,91
1995,0.01189,112.00000,20.00000,88
1996,0.01990,109.00000,20.00000,90
1997,0.00459,111.00000,20.00000,89
1998,0.01655,117.00000,20.00000,93
1999,0.00788,109.00000,20.00000,89
2000,0.00082,113.00000,20.00000,90
2001,0.01674,98.00000,24.00000,101
2002,0.00708,112.00000,20.00000,100
2003,0.02580,114.00000,20.00000,90
2004,0.01908,108.00000,20.00000,92
2005,0.00699,114.00000,20.00000,92
2006,0.01484,115.00000,20.00000,93
2007,0.01176,94.00000,24.00000,82
2008,0.00673,97.00000,24.00000,84
2009,0.01472,116.00000,20.00000,90
2010,0.02391,113.00000,20.00000,91
2011,0.01840,98.00000,24.00000,85
2012,0.02362,113.00000,20.00000,91
2013,0.00403,131.00000,16.00000,101
2014,0.03908,97.00000,24.00000,82
2015,0.00964,113.00000,20.00000,91
2016,0.03681,95.00000,24.00000,83
2017,0.04003,114.00000,20.00000,105
2018,0.01036,115.00000,20.00000,107
2019,0.01835,96.00000,24.00000,80
2020,0.00529,112.00000,20.00000,91
2021,0.01157,109.00000,20.00000,90
2022,0.00085,111.00000,20.00000,90
2023,0.00684,114.00000,20.00000,92
2024,0.02318,109.00000,20.00000,92
2025,0.01353,116.00000,20.00000,93
2026,0.02076,112.00000,20.00000,88
2027,0.03640,119.00000,20.00000,109
2028,0.00129,118.00000,20.00000,94
2029,0.02501,113.00000,20.00000,94
2030,0.00727,131.00000,16.00000,102
2031,0.02195,129.00000,16.00000,102
2032,0.00282,111.00000,20.00000,94
2033,0.02092,100.00000,24.00000,102
2034,0.02603,117.00000,20.00000,105
2035,0.03791,109.00000,20.00000,89
2036,0.00245,110.00000,20.00000,89
2037,0.04100,117.00000,20.00000,92
2038,0.05298,110.00000,20.00000,88
2039,0.03749,92.00000,24.00000,81
2040,0.02385,111.00000,20.00000,90
2041,0.01808,115.00000,20.00000,92
2042,0.03838,116.00000,20.00000,92
2043,0.03980,114.00000,20.00000,92
2044,0.00116,115.00000,20.00000,94
2045,0.03922,95.00000,24.00000,81
2046,0.00527,112.00000,20.00000,89
2047,0.04254,110.00000,20.00000,90
2048,0.01999,96.00000,24.00000,82
2049,0.00056,113.00000,20.00000,105
2050,0.00451,88.00000,24.00000,86
2051,0.02570,116.00000,20.00000,101
2052,0.01960,112.00000,20.00000,89
2053,0.00241,112.00000,20.00000,123
2054,0.00844,93.00000,24.00000,82
2055,0.03511,117.00000,20.00000,92
2056,0.00229,95.00000,24.00000,82
2057,0.00044,114.00000,20.00000,93
2058,0.01787,110.00000,20.00000,90
2059,0.02389,98.00000,24.00000,85
2060,0.00752,108.00000,20.00000,88
2061,0.02169,111.00000,20.00000,92
2062,0.02030,110.00000,20.00000,90
2063,0.00744,111.00000,20.00000,90
2064,0.00956,109.00000,20.00000,93
2065,0.00407,120.00000,20.00000,106
2066,0.00645,114.00000,20.00000,102
2067,0.00499,97.00000,24.00000,89
2068,0.01050,104.00000,24.00000,83
2069,0.00464,133.00000,16.00000,101
2070,0.00204,115.00000,20.00000,90
2071,0.00877,109.00000,20.00000,88
2072,0.00208,116.00000,20.00000,89
2073,0.00177,114.00000,20.00000,91
2074,0.00390,97.00000,24.00000,82
2075,0.00320,115.00000,20.00000,90
2076,0.00657,111.00000,20.00000,92
2077,0.00187,115.00000,20.00000,96
2078,0.00259,113.00000,20.00000,92
2079,0.00026,109.00000,20.00000,161
2080,0.00990,133.00000,16.00000,102
2081,0.00016,112.00000,20.00000,102
2082,0.00173,117.00000,20.00000,99
2083,0.00037,99.00000,24.00000,93
2084,0.00036,113.00000,20.00000,93
2085,0.00381,95.00000,24.00000,81
2086,0.00131,119.00000,20.00000,96
2087,0.00042,109.00000,20.00000,90
2088,0.00021,114.00000,20.00000,92
2089,0.00037,94.00000,24.00000,84
2090,0.00109,100.00000,24.00000,85
2091,0.00709,117.00000,20.00000,93
2092,0.00040,114.00000,20.00000,91
2093,0.00172,131.00000,16.00000,100
2094,0.00765,115.00000,20.00000,92
2095,0.00303,111.00000,20.00000,89
2096,0.00016,113.00000,20.00000,90
2097,0.00392,102.00000,24.00000,97
2098,0.00010,109.00000,20.00000,98
2099,0.00019,115.00000,20.00000,95
2100,0.00190,110.00000,20.00000,90
2101,0.00308,110.00000,20.00000,91
2102,0.00104,94.00000,24.00000,81
2103,0.00023,113.00000,20.00000,92
2104,0.00189,115.00000,20.00000,93
2105,0.00208,109.00000,20.00000,90
2106,0.00094,117.00000,20.00000,94
2107,0.00008,114.00000,20.00000,92
2108,0.00250,135.00000,16.00000,103
2109,0.00264,116.00000,20.00000,91
2110,0.00015,94.00000,24.00000,81
2111,0.00218,115.00000,20.00000,92
2112,0.00100,115.00000,20.00000,92
2113,0.00011,112.00000,20.00000,104
2114,0.00005,113.00000,20.00000,103
2115,0.00005,114.00000,20.00000,95
2116,0.00007,99.00000,24.00000,83
2117,0.00006,114.00000,20.00000,93
2118,0.00006,117.00000,20.00000,98
2119,0.00005,113.00000,20.00000,123
2120,0.00004,133.00000,16.00000,110
2121,0.00004,117.00000,20.00000,99
2122,0.00005,111.00000,20.00000,100
2123,0.00005,115.00000,20.00000,94
2124,0.00003,105.00000,24.00000,91
2125,0.00004,109.00000,20.00000,88
2126,0.00003,114.00000,20.00000,94
2127,0.00004,102.00000,24.00000,88
2128,0.00003,111.00000,20.00000,94
2129,0.00141,98.00000,24.00000,99
2130,0.00256,96.00000,24.00000,89
2131,0.00007,112.00000,20.00000,102
2132,0.00209,95.00000,24.00000,82
2133,0.00279,114.00000,20.00000,90
2134,0.00178,112.00000,20.00000,89
2135,0.00130,114.00000,20.00000,91
2136,0.00010,110.00000,20.00000,90
2137,0.00104,92.00000,24.00000,82
2138,0.00245,117.00000,20.00000,95
2139,0.00005,118.00000,20.00000,93
